ID,Feature_Alpha,Feature_Beta,Feature_Gamma,Feature_Delta,Feature_Epsilon,Feature_Zeta,Feature_Eta,Feature_Theta,Target_Value
18172,66.47800000000001,252.0,7.030921052631579,1.013157894736842,8.423541635334782,2.9947368421052634,37.55,-121.95,3.334
1137,49.219,420.0,6.930232558139535,1.1686046511627908,6.284134161070802,3.11046511627907,37.98,-122.0,1.82
15405,4.7019,14.0,6.466409266409267,1.0864864864864865,2916.0,2.2517374517374518,33.15,-117.11,1.911
1993,3.1875,26.0,3.9218390804597703,1.186206896551724,894.0,2.0551724137931036,34.03,-118.43,3.727
4285,0.9298,36.0,3.6761619190404797,1.1004497751124438,2664.0,3.9940029985007497,33.93,-118.25,1.0
5337,46.964,420.0,5.613636363636363,1.0318181818181817,6.775366090936392,3.977272727272727,33.86,-117.94,1.831
869,51.074,324.0,5.2835820895522385,0.9365671641791045,6.932447891572509,3.8208955223880596,34.28,-118.77,1.852
10452,4.1731,36.0,5.491803278688525,0.9057377049180327,848.0,3.4754098360655736,34.05,-117.93,2.051
9627,2.3147,18.0,4.626865671641791,1.0298507462686568,941.0,2.808955223880597,40.94,-124.08,0.701
9104,39.583,84.0,4.7421602787456445,1.0069686411149825,7.265429723253953,2.489547038327526,32.74,-116.95,1.417
9544,6.7064,16.0,7.796690307328605,1.066193853427896,1542.0,3.645390070921986,37.27,-121.87,3.056
559,5.3154,18.0,5.4574898785425106,0.9635627530364372,631.0,2.554655870445344,34.66,-120.11,2.894
6767,18.9,588.0,5.221476510067114,1.1856823266219239,7.19668657083435,2.9843400447427295,34.03,-118.35,1.24
5223,49.97,108.0,6.734790874524715,1.091254752851711,8.034306936339489,2.931558935361217,35.33,-119.09,1.429
13694,13.25,552.0,4.825641025641025,1.117948717948718,6.432940092739179,3.1846153846153844,37.75,-122.18,0.871
13088,36.25,204.0,5.789333333333333,1.0373333333333334,6.949856455000773,2.7786666666666666,37.23,-119.91,0.944
7078,63.538,588.0,6.29388560157791,1.017751479289941,7.046647277848756,2.2642998027613412,37.9,-122.28,3.337
4594,30.0,612.0,3.744475138121547,1.0055248618784531,7.382746449738912,2.2196132596685083,37.32,-121.93,1.847
2828,2.2961,46.0,3.4318181818181817,0.9015151515151515,533.0,4.037878787878788,34.06,-118.2,1.125
7805,2.6136,47.0,3.2220543806646527,1.040785498489426,2104.0,3.178247734138973,34.08,-118.25,1.692
14510,2.7308,31.0,4.47612551159618,1.0477489768076398,2385.0,3.2537517053206004,34.0,-118.12,1.738
9760,2.19,35.0,4.206806282722513,1.0026178010471205,1407.0,3.683246073298429,36.75,-119.76,0.534
19798,7.2074,3.0,6.488188976377953,1.110236220472441,3318.0,2.6125984251968504,33.73,-117.79,2.913
10502,2.4398,22.0,5.503105590062112,1.0745341614906831,595.0,3.6956521739130435,37.09,-120.65,1.5
20268,12.813,312.0,3.182108626198083,1.1629392971246006,5.905361848054571,1.1693290734824282,33.76,-118.08,0.467
2149,15.156,624.0,2.75,1.0810810810810811,5.429345628954441,1.5337837837837838,34.15,-118.14,1.875
15979,3.775,23.0,4.239583333333333,1.125,647.0,6.739583333333333,33.73,-117.86,1.774
8875,5.7628,16.0,5.6911764705882355,0.8970588235294118,489.0,3.5955882352941178,34.22,-117.38,2.213
10264,25.156,588.0,4.136246786632391,0.9537275064267352,6.799055862058796,2.303341902313625,34.02,-118.34,1.366
5548,42.083000000000006,384.0,6.9655172413793105,1.2758620689655173,4.976733742420574,2.4827586206896552,37.77,-121.61,1.25
8691,4.9615,52.0,5.98984771573604,1.0964467005076142,467.0,2.3705583756345177,37.98,-122.58,2.922
20119,33.214,288.0,9.308474576271186,1.7423728813559323,6.595780513961311,2.477966101694915,33.36,-116.34,1.764
15804,36.375,300.0,4.2387543252595155,1.069204152249135,6.961296045910167,1.8235294117647058,34.16,-118.37,2.625
12972,6.2513,14.0,6.244623655913978,1.0026881720430108,1057.0,2.8413978494623655,33.05,-117.26,2.409
17162,4.1471,32.0,4.702702702702703,0.9864864864864865,567.0,2.554054054054054,33.96,-118.41,2.844
1572,2.9375,44.0,4.532846715328467,0.9854014598540146,811.0,2.95985401459854,33.98,-118.3,0.952
15267,35.480999999999995,528.0,5.248847926267281,0.9861751152073732,6.154858094016418,2.165898617511521,32.76,-117.09,2.031
13736,22.262,300.0,6.457013574660634,1.1131221719457014,6.650279048587422,3.493212669683258,36.2,-119.32,0.645
4970,35.388000000000005,360.0,5.050713153724248,0.9381933438985737,7.641564441260972,3.299524564183835,32.71,-117.02,1.185
9869,2.7212,39.0,3.9673202614379086,1.0359477124183007,1312.0,2.1437908496732025,33.77,-118.15,2.663
15244,2.8942,26.0,4.718181818181818,1.0393939393939393,1948.0,2.9515151515151516,32.73,-117.09,1.241
20132,3.3558,29.0,3.9864864864864864,0.9432432432432433,965.0,2.608108108108108,33.92,-118.34,1.996
14812,32.596,576.0,5.145985401459854,1.1094890510948905,6.519147287940395,2.4708029197080292,34.11,-118.05,2.724
2312,2.875,52.0,3.8742138364779874,1.0041928721174005,921.0,1.930817610062893,37.77,-122.26,2.34
9365,2.6165,52.0,5.174418604651163,1.069767441860465,1145.0,2.6627906976744184,37.87,-122.29,1.5
14537,3.8571,37.0,4.411700975081256,0.980498374864572,1468.0,1.590465872156013,34.03,-118.51,5.00001
4897,22.898999999999997,168.0,4.145593869731801,1.053639846743295,7.624130585661289,1.9597701149425288,32.81,-117.16,1.59
20615,1.9265,29.0,11.415929203539823,2.327433628318584,323.0,2.8584070796460175,34.24,-117.32,1.033
7853,27.864,264.0,4.859832635983263,1.5209205020920502,7.171656822768514,2.721757322175732,34.38,-119.53,3.0
15394,32.385999999999996,516.0,3.942622950819672,1.0368852459016393,6.490723534502507,2.69672131147541,34.08,-118.27,1.85
14516,4.4125,12.0,6.864406779661017,1.1404358353510895,1399.0,3.387409200968523,35.41,-119.19,1.49
9406,95.27100000000002,192.0,8.459251101321586,1.0418502202643172,7.9294865233142895,3.0583700440528636,37.84,-122.0,5.00001
9516,4.0585,29.0,6.530275229357798,1.0128440366972478,1533.0,2.8128440366972476,33.16,-117.33,2.455
12071,39.667,324.0,5.793002915451895,1.0903790087463556,6.8690144506657065,2.801749271137026,36.95,-122.04,2.658
19320,28.020999999999997,564.0,3.7656903765690375,1.1422594142259415,6.826545223556594,1.9267782426778242,34.09,-118.35,2.806
12694,1.84,45.0,3.9836065573770494,1.0585480093676816,1484.0,3.4754098360655736,33.99,-118.3,0.914
8309,57.051,420.0,5.7272727272727275,0.9973262032085561,6.894670039433482,2.6363636363636362,34.17,-118.07,3.26
13654,1.2412,36.0,2.186111111111111,1.1666666666666667,1506.0,4.183333333333334,34.09,-118.31,2.167
9728,39.954,624.0,4.655263157894737,1.0894736842105264,6.940222469119639,2.7157894736842105,37.77,-122.5,3.247
14863,3.4286,32.0,4.345771144278607,0.9925373134328358,1199.0,2.982587064676617,34.09,-118.02,1.918
5433,61.112,24.0,7.153277931671283,1.046168051708218,8.155362120328135,3.2142197599261313,38.34,-121.92,1.81
9704,23.762,240.0,4.214363438520131,1.1071817192600653,8.58876938990546,2.9216539717083787,33.13,-117.05,0.985
2439,24.826999999999998,72.0,4.622371740958789,1.1555929352396972,7.8252452914317745,2.1042893187552565,38.36,-122.69,1.775
13140,3.4471,31.0,5.326388888888889,1.0138888888888888,716.0,2.486111111111111,38.44,-122.86,2.095
13818,6.4027,11.0,6.92042755344418,1.0475059382422802,2588.0,3.0736342042755345,33.05,-117.24,3.442
10938,52.798,168.0,6.355184743742551,1.0536352800953517,7.646831391430482,2.494636471990465,37.96,-121.92,2.374
6353,3.8056,21.0,5.881516587677726,1.1753554502369667,746.0,3.5355450236966823,34.47,-120.05,4.25
2644,14.732000000000001,336.0,4.96078431372549,0.9803921568627451,5.308267697401205,3.9411764705882355,38.03,-121.16,1.563
10471,5.3735,36.0,5.681818181818182,0.9744318181818182,956.0,2.715909090909091,33.83,-118.1,2.344
17224,13.6623,15.0,8.329411764705883,1.0658823529411765,1364.0,3.2094117647058824,33.02,-117.18,5.00001
9934,23.189999999999998,492.0,5.366265060240964,1.1132530120481927,7.029972911706386,2.720481927710843,36.78,-119.79,0.591
8450,48.263999999999996,72.0,5.489285714285714,1.2392857142857143,6.2285110035911835,1.8071428571428572,33.9,-117.98,1.468
7496,19.509,420.0,3.5727272727272728,1.0424242424242425,7.224753405767971,4.157575757575757,32.7,-117.13,0.702
1765,44.318,432.0,5.721014492753623,1.0507246376811594,6.705639094860003,2.9565217391304346,33.95,-118.01,1.811
9317,5.6549,15.0,6.69038208168643,1.061923583662714,2569.0,3.3847167325428194,33.87,-117.85,3.019
2859,46.25,192.0,4.984375,0.921875,5.0106352940962555,2.328125,34.07,-118.6,4.333
10061,3.8235,47.0,5.896713615023474,1.0821596244131455,1082.0,2.539906103286385,33.98,-118.35,2.076
17965,2.4219,33.0,4.311244979919679,1.0140562248995983,1371.0,2.753012048192771,33.88,-118.31,2.607
156,3.7454,35.0,5.6298076923076925,1.0240384615384615,2176.0,5.230769230769231,34.05,-117.98,1.569
10544,20.278,372.0,2.8469284994964754,1.0916414904330312,8.041734711487537,3.1289023162134946,34.06,-118.31,3.6
3589,1.7206,21.0,3.4833333333333334,1.1,401.0,3.341666666666667,34.07,-117.27,0.821
13448,72.47200000000001,360.0,7.637931034482759,1.0454545454545454,7.59890045687141,3.126959247648903,33.96,-117.97,4.419
5637,37.109,420.0,4.912332838038633,1.0104011887072808,7.463363045520021,2.588410104011887,33.95,-117.39,1.091
8471,19.0,192.0,4.975133214920071,1.0905861456483126,7.4360278163518485,3.0106571936056836,40.56,-122.35,0.816
9572,32.67,276.0,3.860557768924303,1.1474103585657371,6.508769136971682,2.6693227091633465,33.92,-118.33,1.854
3409,42.385999999999996,408.0,6.072,1.066,7.220373836723949,2.732,37.67,-122.14,1.923
7116,3.5912,52.0,4.657407407407407,1.0666666666666667,1209.0,2.238888888888889,37.75,-122.41,2.849
5754,52.542,312.0,5.6066666666666665,0.9711111111111111,7.228388451573604,3.06,33.81,-118.05,2.346
3098,19.837,444.0,4.786516853932584,1.0140449438202248,6.805722553416985,2.533707865168539,38.53,-121.48,0.623
6920,14.140999999999998,216.0,5.907692307692308,1.3512820512820514,6.663132695990803,2.005128205128205,35.62,-118.45,0.758
14143,57.528,408.0,4.623376623376624,0.8571428571428571,6.630683385642372,3.277056277056277,33.91,-118.32,1.805
12045,29.714,444.0,4.071428571428571,1.0124223602484472,7.929846429742503,4.313664596273292,33.96,-118.05,1.603
228,4.1902,42.0,4.818604651162791,0.9255813953488372,656.0,3.0511627906976746,34.07,-118.14,2.35
9779,39.803000000000004,420.0,5.201923076923077,1.060897435897436,7.288244401020124,4.685897435897436,34.03,-117.96,1.526
15168,33.482,252.0,5.366824644549763,1.1232227488151658,8.028781162487148,2.9071090047393366,34.08,-117.68,1.373
6188,3.6602,18.0,5.455840455840455,1.0683760683760684,2767.0,3.9415954415954415,34.08,-117.46,1.207
2192,4.25,35.0,5.481037924151696,0.9540918163672655,1779.0,3.5508982035928143,34.1,-117.91,1.667
15047,3.7844,4.0,3.958795562599049,1.2282091917591125,1213.0,1.9223454833597464,37.25,-121.87,1.839
17966,22.243,384.0,5.685220729366603,1.0095969289827256,7.341483852363161,2.9596928982725528,38.69,-121.45,0.892
6676,1.4803,10.0,3.062350119904077,1.170263788968825,730.0,1.750599520383693,33.87,-117.93,1.375
15984,2.0968,23.0,2.853881278538813,1.0806697108066972,2555.0,3.888888888888889,34.19,-118.39,1.625
1408,57.059,396.0,5.925093632958801,1.0187265917602997,6.697034247666484,3.0299625468164795,37.36,-121.98,2.872
14226,47.143,420.0,6.103092783505154,1.0309278350515463,6.35088571671474,2.948453608247423,37.65,-122.09,1.938
9517,6.3132,18.0,6.73536299765808,0.990632318501171,1395.0,3.2669789227166275,37.69,-121.91,2.592
12124,4.25,37.0,5.346067415730337,1.0382022471910113,1327.0,2.9820224719101125,33.93,-118.32,1.721
15918,1.9688,40.0,3.8967971530249113,1.085409252669039,1322.0,4.704626334519573,34.04,-118.19,1.5
455,2.5521,36.0,5.0,1.0176211453744493,614.0,2.7048458149779737,33.9,-118.25,1.131
1956,21.695999999999998,468.0,2.724056603773585,1.0212264150943395,7.527255919373784,4.379716981132075,34.04,-118.28,1.534
15775,30.659999999999997,444.0,4.882706766917293,0.9669172932330827,7.460490305825338,2.61203007518797,37.98,-121.32,0.941
2112,46.563,624.0,3.4814814814814814,0.8888888888888888,4.736198448394496,4.185185185185185,37.79,-122.39,3.5
10204,13.370999999999999,348.0,7.705128205128205,1.858974358974359,5.950642552587727,2.4551282051282053,34.2,-116.06,0.669
14108,36.845,384.0,4.326388888888889,1.0208333333333333,7.324489979348532,3.509259259259259,34.21,-118.39,1.785
13397,1.9688,44.0,3.56140350877193,1.0935672514619883,1175.0,3.435672514619883,34.02,-118.16,1.739
6342,1.8625,32.0,3.399568034557235,0.9654427645788337,1772.0,3.8272138228941683,34.95,-120.45,0.902
18572,2.1484,30.0,5.58411214953271,1.0981308411214954,1409.0,3.292056074766355,37.33,-120.74,0.813
14593,32.596,504.0,4.0117096018735365,0.9742388758782201,7.2078598714324755,3.159250585480094,34.17,-118.37,1.918
16134,51.165000000000006,480.0,5.747368421052632,1.1210526315789473,6.126869184114185,2.405263157894737,33.94,-117.76,1.842
11358,52.954,624.0,5.804560260586319,1.003257328990228,6.601230118728877,2.3941368078175898,34.04,-118.43,4.851
19796,58.721,192.0,6.410187667560321,0.9892761394101877,7.258412150595307,3.804289544235925,37.4,-121.86,2.678
18782,2.8348,22.0,4.111545988258317,1.00587084148728,1304.0,2.551859099804305,38.01,-121.31,1.016
13659,5.4741,24.0,6.587798845836768,1.0601813685078318,4017.0,3.3116240725474033,37.24,-121.84,2.388
3456,48.333000000000006,312.0,6.214432989690722,1.0185567010309278,7.513709247839705,3.777319587628866,33.93,-117.39,1.279
16220,3.7857,39.0,5.6635071090047395,1.052132701421801,1246.0,2.9526066350710902,34.06,-118.14,2.457
4619,27.813,228.0,4.545673076923077,1.1177884615384615,7.434847875211999,4.069711538461538,33.94,-117.48,1.129
19705,36.042,252.0,5.619883040935672,1.0058479532163742,6.9584483932976555,3.073099415204678,38.33,-122.31,1.833
15686,58.324999999999996,216.0,6.351875808538163,1.0569210866752912,7.586803535162581,2.54980595084088,36.96,-121.88,3.088
18006,3.0306,19.0,4.061166429587482,1.0120910384068278,4163.0,2.960881934566145,33.15,-117.34,1.785
233,1.2024,36.0,5.749034749034749,1.277992277992278,838.0,3.2355212355212357,38.04,-121.9,0.902
3199,39.647,144.0,5.629518072289157,1.069277108433735,7.757051142032013,3.519578313253012,36.14,-121.2,1.35
20233,3.5978,33.0,5.976315789473684,1.0236842105263158,1100.0,2.8947368421052633,34.15,-117.26,0.883
14003,25.043000000000003,588.0,4.547272727272727,1.0272727272727273,7.066466970136958,2.129090909090909,37.98,-121.29,0.767
18252,3.3036,36.0,5.689655172413793,0.9042145593869731,623.0,2.3869731800766285,34.08,-117.66,1.41
12195,3.9537,44.0,4.4282407407407405,1.0208333333333333,1295.0,2.997685185185185,34.03,-118.38,2.664
2006,2.5125,5.0,4.817472698907956,1.109204368174727,1415.0,2.207488299531981,33.98,-117.89,1.845
17715,41.429,624.0,5.460829493087558,1.0898617511520738,6.960347729101308,2.4262672811059907,34.08,-118.32,3.803
617,76.93299999999999,312.0,7.592885375494071,0.9881422924901185,6.587550014824796,2.8656126482213438,37.22,-121.87,4.059
14652,55.787000000000006,504.0,6.306451612903226,1.0806451612903225,6.401917196727186,3.236559139784946,33.93,-118.31,1.42
3972,44.85,120.0,6.4341290893015035,1.032714412024757,8.162801353492073,3.1007957559681696,38.72,-121.25,1.794
6194,23.78,408.0,4.259868421052632,0.9917763157894737,7.413970290190444,2.726973684210526,33.79,-117.84,1.996
18716,21.362000000000002,120.0,4.362285714285714,1.0777142857142856,7.763446388727362,2.688,32.72,-117.0,1.432
4515,80.595,204.0,8.18840579710145,1.0579710144927537,6.959398512133975,3.0492753623188404,37.22,-121.87,4.85
13687,86.573,192.0,7.598615916955017,0.9930795847750865,6.856461984594587,3.283737024221453,34.14,-117.65,3.54
15790,23.570999999999998,432.0,5.069026548672566,1.0672566371681416,7.052721049232323,2.0442477876106193,37.99,-120.38,1.134
2536,3.4079,18.0,5.523885350318471,1.052547770700637,1452.0,2.3121019108280256,37.69,-121.0,1.475
19849,3.665,52.0,4.088235294117647,0.8529411764705882,523.0,3.0764705882352943,34.07,-118.14,2.204
14762,3.8056,7.0,6.599340478153339,1.1236603462489696,7139.0,2.9427040395713107,33.63,-117.29,1.622
11829,2.9628,36.0,5.66553480475382,1.166383701188455,2388.0,4.054329371816638,34.13,-117.27,0.878
4150,3.1801,29.0,5.757183908045977,1.0057471264367817,1576.0,2.264367816091954,34.05,-117.17,1.493
12636,32.5,384.0,5.220883534136546,0.9397590361445783,6.569481420414296,2.859437751004016,34.69,-118.15,1.075
4170,5.37,26.0,6.127579737335835,0.9212007504690432,1222.0,2.292682926829268,37.76,-122.13,2.754
19629,3.1597,37.0,4.237647058823529,0.9929411764705882,1564.0,3.68,34.13,-117.9,1.33
13335,40.156,96.0,6.009009009009009,1.0067567567567568,7.446585099157725,3.858108108108108,38.04,-121.3,1.176
12649,5.2079,21.0,5.46089850249584,1.086522462562396,1398.0,2.3261231281198005,37.89,-122.1,3.103
20566,129.792,276.0,8.219827586206897,1.0452586206896552,7.20414929203594,2.896551724137931,37.35,-122.15,5.00001
14340,41.518,624.0,5.546583850931677,0.9503105590062112,6.926577033222725,3.1614906832298137,34.2,-118.15,1.821
15304,2.7813,10.0,5.30478589420655,1.0327455919395465,1003.0,2.526448362720403,37.39,-119.66,1.241
2914,38.698,228.0,4.386243386243386,1.1296296296296295,6.47543271670409,1.7142857142857142,33.97,-118.46,5.00001
1969,28.75,348.0,4.182065217391305,1.0679347826086956,7.2868764117507,1.983695652173913,33.77,-118.16,2.325
6621,22.422,396.0,4.064080944350759,1.0809443507588532,7.653020413804189,3.551433389544688,33.97,-118.17,1.682
15640,1.7222,18.0,4.7908745247148286,1.0190114068441065,576.0,2.1901140684410647,37.29,-120.44,1.015
4198,1.9052,38.0,4.203773584905661,1.0773584905660378,1697.0,3.20188679245283,34.0,-117.41,0.834
11286,29.926,108.0,5.599353796445881,1.0872374798061388,7.7651449029361315,3.8061389337641356,35.65,-120.64,1.582
861,26.172,252.0,5.2719665271966525,1.0292887029288702,6.692083742506628,3.3682008368200838,32.8,-115.48,0.885
4066,31.196,192.0,5.306089743589744,1.125,7.395107546562485,2.6073717948717947,32.84,-116.76,1.872
11546,3.5022,24.0,3.7716763005780347,1.092485549132948,1322.0,1.9104046242774566,34.02,-118.41,2.813
9343,31.765,384.0,5.41147132169576,1.0723192019950125,6.704414354964107,2.0324189526184537,34.15,-117.28,1.35
6636,19.866999999999997,396.0,4.2155172413793105,1.0301724137931034,7.29505641646263,3.1724137931034484,34.01,-118.12,1.663
10211,34.234,552.0,5.494047619047619,1.1398809523809523,6.7661917146603505,2.580357142857143,33.79,-117.85,2.0
14993,2.1532,28.0,4.301136363636363,1.0909090909090908,540.0,1.5340909090909092,32.75,-117.17,2.4
11018,51.589,420.0,5.183361629881155,1.0577249575551784,7.179307969504034,2.225806451612903,33.82,-118.38,4.392
20542,13.096,372.0,3.994041708043694,1.1996027805362464,8.218247926685745,3.6812313803376364,33.96,-118.29,1.163
11193,65.004,192.0,5.45475113122172,0.9502262443438914,7.421775793644647,3.7805429864253393,37.41,-121.86,2.636
13855,4.95,45.0,5.507598784194529,1.0212765957446808,752.0,2.2857142857142856,37.5,-122.25,3.45
5547,2.7222,25.0,5.528301886792453,1.2547169811320755,1117.0,2.634433962264151,41.86,-123.26,0.646
1240,3.6348,17.0,5.666666666666667,1.0582706766917294,5030.0,3.1516290726817044,33.05,-116.86,1.645
8236,46.224999999999994,156.0,6.115695067264574,1.0385650224215246,7.947678571301568,2.536322869955157,38.54,-121.7,2.265
15590,22.991999999999997,624.0,4.966587112171838,1.1408114558472553,6.9584483932976555,2.5083532219570404,40.41,-120.66,0.702
18689,3.13,18.0,5.829457364341085,1.3837209302325582,660.0,2.558139534883721,41.88,-123.83,1.167
2891,55.658,624.0,5.3,0.9840909090909091,7.035268599281097,2.5795454545454546,34.17,-118.28,3.312
14900,5.6973,25.0,6.548034934497816,0.9585152838427947,1396.0,3.0480349344978164,33.89,-117.55,1.648
8728,12.2478,10.0,8.186224489795919,0.9668367346938775,1199.0,3.058673469387755,37.85,-121.96,5.00001
12851,4.6806,36.0,6.716012084592145,1.0906344410876132,942.0,2.8459214501510575,34.03,-117.19,1.524
9300,5.2957,18.0,6.4839319470699435,1.0198487712665407,3205.0,3.0293005671077506,38.09,-122.2,1.719
5108,3.1429,42.0,4.685344827586207,0.9051724137931034,1304.0,2.810344827586207,37.34,-121.94,2.865
12956,10.3979,25.0,8.094736842105263,1.0357894736842106,1461.0,3.0757894736842104,37.29,-122.02,5.00001
6506,3.3047,24.0,4.306709265175719,1.036741214057508,1908.0,3.047923322683706,33.74,-117.81,2.169
20604,3.5915,21.0,4.580912863070539,1.107883817427386,1423.0,2.9522821576763487,33.47,-117.7,3.056
6280,4.6417,17.0,6.8292011019283745,1.0743801652892562,1219.0,3.3581267217630852,34.69,-118.12,1.257
7559,4.2944,37.0,4.893246187363834,1.0479302832244008,995.0,2.167755991285403,34.12,-118.17,3.547
746,21.435,624.0,2.8095238095238093,1.0,7.560601162768557,2.5396825396825395,34.06,-118.31,3.289
12067,3.2798,45.0,4.066202090592334,1.0522648083623694,773.0,2.6933797909407664,33.85,-118.19,1.503
13547,17.166999999999998,288.0,5.4,1.273170731707317,6.645090969505644,3.7463414634146344,39.1,-121.59,0.488
2983,2.875,30.0,4.731152204836415,1.0611664295874823,1704.0,2.4238975817923185,37.77,-122.17,1.353
4941,36.25,396.0,10.909090909090908,2.227272727272727,4.1588830833596715,2.8636363636363638,40.63,-120.35,2.0
8409,40.294,492.0,7.472527472527473,1.3763736263736264,6.895682697747868,2.7115384615384617,38.61,-122.82,2.017
20113,7.9887,15.0,6.837133550488599,1.0488599348534202,873.0,2.8436482084690553,33.69,-117.8,3.28
12519,2.1781,32.0,3.4900763358778626,0.9984732824427481,2991.0,4.566412213740458,34.06,-118.05,1.745
18462,63.822,216.0,7.36013986013986,1.055944055944056,6.7226297948554485,2.902097902097902,33.65,-117.82,3.625
19165,30.086,324.0,5.254424778761062,1.1880530973451326,6.761572768804055,1.9092920353982301,38.61,-121.38,1.269
18057,16.725,564.0,2.063858695652174,1.0414402173913044,8.349011198176003,2.870244565217391,34.06,-118.31,1.875
951,10.3653,22.0,7.3364705882352945,1.0305882352941176,1147.0,2.6988235294117646,37.29,-122.03,5.00001
7219,3.7622,16.0,4.87479674796748,0.9804878048780488,1606.0,2.611382113821138,37.4,-121.9,1.5
2941,41.181,432.0,4.8753709198813056,1.0356083086053411,7.254884810077338,4.195845697329377,34.23,-118.4,1.727
2717,1.6393,22.0,4.819787985865724,1.088339222614841,1081.0,1.9098939929328622,33.47,-117.67,5.00001
6585,26.509,300.0,3.74295010845987,1.1594360086767896,8.051022208190679,1.700650759219089,34.05,-118.46,4.1
18649,35.313,372.0,4.7301204819277105,1.0120481927710843,7.3098814858247865,3.6,34.2,-118.55,2.118
12384,5.0958,18.0,5.291044776119403,0.9626865671641791,1547.0,3.8482587064676617,37.22,-121.78,2.171
3683,40.208000000000006,180.0,10.4,2.45,3.9512437185814275,2.55,32.93,-115.88,0.325
7249,20.852,228.0,3.6046128500823724,1.014827018121911,7.173958319756794,2.1482701812191105,32.76,-117.11,1.144
19213,76.11,60.0,6.8557763061074315,1.0614422369389256,8.913011922472597,2.73252391464312,37.72,-122.24,3.507
11163,4.2234,16.0,4.682678311499272,1.042212518195051,2054.0,2.98981077147016,32.9,-117.14,1.621
10606,11.0546,25.0,8.180722891566266,1.0120481927710843,796.0,3.1967871485943773,33.76,-117.79,4.872
8536,3.4417,15.0,3.0872641509433962,1.125,1330.0,3.1367924528301887,33.65,-117.92,1.825
4292,31.458,408.0,5.776595744680851,1.127659574468085,6.803505257608338,3.1914893617021276,32.81,-117.15,1.783
17335,39.185,144.0,6.625441696113074,1.0848056537102473,6.693323668269949,2.8480565371024733,39.05,-121.03,1.952
12750,7.9977,20.0,7.169960474308301,1.1146245059288538,658.0,2.600790513833992,37.87,-122.53,4.0
19001,3.1812,22.0,4.346590909090909,1.125,390.0,2.215909090909091,37.38,-121.95,0.875
10650,18.103,312.0,4.0602409638554215,1.0705679862306368,7.63433723562832,3.557659208261618,32.74,-117.08,1.247
11834,56.346,432.0,6.154205607476635,1.0654205607476634,6.2766434893416445,2.4813084112149535,33.72,-117.6,2.725
7857,1.5273,46.0,4.764065335753176,1.0762250453720508,1368.0,2.4827586206896552,36.75,-119.8,0.59
2487,2.5263,48.0,5.108433734939759,1.0682730923694779,1357.0,2.7248995983935744,34.01,-118.31,1.21
19115,40.132000000000005,552.0,4.480295566502463,1.0123152709359606,7.336285660021297,3.7783251231527095,37.73,-122.42,2.294
12744,5.0,41.0,6.790123456790123,1.0277777777777777,1476.0,2.2777777777777777,37.74,-122.13,2.489
14722,31.442,360.0,5.780487804878049,1.0048780487804878,7.130098510125578,3.0439024390243903,36.7,-119.57,0.723
5398,3.1429,36.0,6.042553191489362,1.127659574468085,130.0,2.765957446808511,37.81,-121.31,1.792
8868,1.965,23.0,6.058608058608058,1.3516483516483517,669.0,2.4505494505494507,41.6,-123.41,0.654
12760,31.042,216.0,5.463414634146342,0.926829268292683,4.564348191467836,2.317073170731707,38.53,-121.28,1.65
3301,37.007,312.0,6.272311212814645,1.032036613272311,7.1049654482698426,2.7848970251716247,39.71,-121.89,1.392
14069,13.190999999999999,600.0,3.4483471074380163,1.1528925619834711,7.201170883281678,2.768595041322314,37.96,-121.29,0.923
20490,24.167,312.0,5.0,1.0062305295950156,7.554334823725748,2.97196261682243,36.07,-119.03,0.776
18651,2.8889,11.0,3.881818181818182,1.2666666666666666,1584.0,4.8,34.12,-118.25,1.531
5530,2.7734,34.0,3.0472103004291844,0.8798283261802575,1134.0,4.866952789699571,33.94,-118.21,1.411
17421,23.570999999999998,624.0,6.008130081300813,1.067750677506775,6.811244378601294,2.4579945799457996,40.58,-124.26,1.114
16539,5.1356,10.0,5.144312393887946,0.9745331069609507,1623.0,2.7555178268251272,37.26,-121.82,2.187
6286,6.6004,17.0,6.087649402390438,1.051792828685259,606.0,2.414342629482072,38.48,-122.6,3.415
13932,9.506,480.0,3.9,1.21875,6.049733455231958,2.64375,37.82,-122.26,1.875
8688,28.594,540.0,3.455072463768116,1.0753623188405796,6.98933526597456,3.1420289855072463,37.33,-121.88,2.059
17276,29.554000000000002,228.0,8.154545454545454,1.6363636363636365,5.6240175061873385,2.5090909090909093,40.13,-120.71,0.894
7682,4.1779,3.0,7.461873638344227,1.3311546840958606,1588.0,3.4596949891067537,37.08,-120.85,1.478
6744,5.9088,5.0,5.880597014925373,1.1009657594381037,2834.0,2.4881474978050924,33.53,-117.7,2.885
4074,2.4961,16.0,5.91044776119403,1.1529850746268657,1011.0,3.7723880597014925,35.6,-119.34,0.588
17994,33.693,360.0,5.471092077087794,1.0920770877944326,7.206377291472252,2.8843683083511777,35.03,-117.82,0.718
2433,4.3292,14.0,5.048054919908467,1.0892448512585813,1656.0,1.894736842105263,33.77,-117.84,2.065
17503,4.6094,52.0,6.185542168674699,1.0506024096385542,1119.0,2.6963855421686747,37.76,-122.24,2.293
15337,3.2371,21.0,5.996078431372549,1.0588235294117647,2233.0,2.918954248366013,33.73,-116.95,0.945
18106,21.762999999999998,228.0,2.6273584905660377,1.0188679245283019,6.513230110912307,3.1745283018867925,34.15,-118.12,1.688
